Date	Tray	Experiment	Tray.1	Pot	Exp.Tray.Pot	Group	Genotype	Area	Area_cm2
24-Nov-2017	7.P.B.3.b	23deg	3	17	23deg:3:17	9	Est-1:acd6-null	14763	3.898354688
24-Nov-2017	7.P.B.3.b	23deg	3	22	23deg:3:22	10	Est-1:acd6-null	62039	16.38217344
24-Nov-2017	7.P.B.3.b	23deg	3	23	23deg:3:23	8	Est-1	44130	11.65307813
25-Nov-2017	7.P.B.3.b	23deg	3	15	23deg:3:15	10	Est-1:acd6-null	81290	21.46564063
25-Nov-2017	7.P.B.3.b	23deg	3	17	23deg:3:17	9	Est-1:acd6-null	16594	4.381853125
25-Nov-2017	7.P.B.3.b	23deg	3	22	23deg:3:22	10	Est-1:acd6-null	70260	18.55303125
25-Nov-2017	7.P.B.3.b	23deg	3	23	23deg:3:23	8	Est-1	50277	13.27627031
26-Nov-2017	7.P.B.3.b	23deg	3	15	23deg:3:15	10	Est-1:acd6-null	88990	23.49892188
26-Nov-2017	7.P.B.3.b	23deg	3	17	23deg:3:17	9	Est-1:acd6-null	19498	5.148690625
26-Nov-2017	7.P.B.3.b	23deg	3	22	23deg:3:22	10	Est-1:acd6-null	79856	21.086975
26-Nov-2017	7.P.B.3.b	23deg	3	23	23deg:3:23	8	Est-1	54610	14.42045313
14-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	4814	1.271196875
14-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	5624	1.4850875
14-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	3341	0.882232813
14-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	4454	1.176134375
14-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	7122	1.880653125
14-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	4832	1.27595
14-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	1463	0.386323438
15-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	6625	1.749414063
15-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	6347	1.676004688
15-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	6199	1.636923438
15-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	6512	1.719575
15-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	9433	2.490901563
15-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	7117	1.879332813
15-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	1491	0.393717188
16-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	8129	2.146564063
16-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	8009	2.114876563
16-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	6924	1.82836875
16-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	9898	2.613690625
16-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	11627	3.070254688
16-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	8599	2.270673438
16-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	1800	0.4753125
17-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	11527	3.043848438
17-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	11162	2.947465625
17-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	9972	2.63323125
17-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	12441	3.285201563
17-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	14936	3.9440375
17-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	12278	3.242159375
17-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	2383	0.629260938
18-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	13990	3.694234375
18-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	15133	3.996057813
18-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	13530	3.572765625
18-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	15906	4.200178125
18-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	18079	4.773985938
18-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	16334	4.313196875
18-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	3514	0.927915625
19-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	20033	5.289964063
19-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	18207	4.807785938
19-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	18417	4.863239063
19-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	19911	5.257748438
19-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	24087	6.360473438
19-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	22200	5.8621875
19-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	4599	1.214423438
20-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	26862	7.093246875
20-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	21017	5.549801563
20-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	24812	6.55191875
20-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	25400	6.7071875
20-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	27932	7.37579375
20-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	29956	7.91025625
20-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	6431	1.698185938
21-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	31818	8.401940625
21-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	24951	6.588623438
21-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	30856	8.1479125
21-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	32934	8.696634375
21-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	33536	8.8556
21-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	38212	10.09035625
21-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	10078	2.661221875
22-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	39170	10.34332813
22-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	29080	7.6789375
22-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	36240	9.569625
22-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	44329	11.70562656
22-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	41003	10.82735469
22-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	45508	12.01695625
22-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	12031	3.176935938
23-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	47255	12.47827344
23-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	31416	8.2957875
23-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	39150	10.33804688
23-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	50188	13.25276875
23-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	42896	11.327225
23-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	51664	13.642525
23-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	16427	4.337754688
24-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	57107	15.07981719
24-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	35296	9.32035
24-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	44106	11.64674063
24-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	61906	16.34705313
24-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	47278	12.48434688
24-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	56904	15.0262125
24-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	18395	4.857429688
25-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	59147	15.61850469
25-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	42293	11.16799531
25-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	49984	13.1989
25-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	71788	18.95651875
25-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	50372	13.30135625
25-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	63140	16.67290625
25-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	22222	5.867996875
26-Nov-2017	7.P.B.3.c	23deg	4	4	23deg:4:4	9	Est-1:acd6-null	63633	16.80308906
26-Nov-2017	7.P.B.3.c	23deg	4	7	23deg:4:7	8	Est-1	48184	12.7235875
26-Nov-2017	7.P.B.3.c	23deg	4	8	23deg:4:8	8	Est-1	54790	14.46798438
26-Nov-2017	7.P.B.3.c	23deg	4	10	23deg:4:10	10	Est-1:acd6-null	77340	20.42259375
26-Nov-2017	7.P.B.3.c	23deg	4	19	23deg:4:19	8	Est-1	43940	11.60290625
26-Nov-2017	7.P.B.3.c	23deg	4	26	23deg:4:26	9	Est-1:acd6-null	70672	18.661825
26-Nov-2017	7.P.B.3.c	23deg	4	27	23deg:4:27	8	Est-1	27370	7.227390625
14-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	3975	1.049648438
14-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	6112	1.61395
14-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	4581	1.209670313
14-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	4308	1.13758125
14-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	3757	0.992082813
14-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	4318	1.140221875
15-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	5178	1.367315625
15-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	6834	1.804603125
15-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	6177	1.631114063
15-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	5372	1.41854375
15-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	4960	1.30975
15-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	5403	1.426729688
16-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	7468	1.97201875
16-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	9056	2.39135
16-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	7641	2.017701563
16-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	7794	2.058103125
16-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	6477	1.710332813
16-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	6755	1.783742188
17-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	10482	2.767903125
17-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	11633	3.071839063
17-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	10640	2.809625
17-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	9807	2.589660938
17-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	9608	2.5371125
17-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	10043	2.651979688
18-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	15079	3.981798438
18-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	15021	3.966482813
18-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	14173	3.742557813
18-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	12346	3.260115625
18-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	13780	3.63878125
18-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	14607	3.857160938
19-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	18956	5.00556875
19-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	19816	5.2326625
19-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	18028	4.76051875
19-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	16115	4.255367188
19-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	18499	4.884892188
19-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	18877	4.984707813
20-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	24543	6.480885938
20-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	26021	6.871170313
20-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	19977	5.275176563
20-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	19270	5.088484375
20-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	21996	5.80831875
20-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	27675	7.307929688
21-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	26568	7.0156125
21-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	32396	8.55456875
21-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	23476	6.19913125
21-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	21957	5.798020313
21-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	30268	7.99264375
21-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	31970	8.442078125
22-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	31248	8.251425
22-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	39723	10.48935469
22-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	27904	7.3684
22-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	26636	7.03356875
22-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	35958	9.495159375
22-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	40547	10.70694219
23-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	33730	8.906828125
23-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	49726	13.13077188
23-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	33497	8.845301563
23-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	31902	8.424121875
23-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	36446	9.624021875
23-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	48488	12.8038625
24-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	37994	10.03279063
24-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	56748	14.98501875
24-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	40029	10.57015781
24-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	39029	10.30609531
24-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	43107	11.38294219
24-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	59612	15.74129375
25-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	43338	11.44394063
25-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	62511	16.50681094
25-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	44774	11.82313438
25-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	44933	11.86512031
25-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	53117	14.02620781
25-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	65377	17.26361406
26-Nov-2017	7.P.C.3.a	23deg	8	4	23deg:8:4	8	Est-1	51068	13.48514375
26-Nov-2017	7.P.C.3.a	23deg	8	7	23deg:8:7	9	Est-1:acd6-null	72993	19.27471406
26-Nov-2017	7.P.C.3.a	23deg	8	8	23deg:8:8	8	Est-1	49880	13.1714375
26-Nov-2017	7.P.C.3.a	23deg	8	12	23deg:8:12	8	Est-1	53421	14.10648281
26-Nov-2017	7.P.C.3.a	23deg	8	27	23deg:8:27	8	Est-1	53426	14.10780313
26-Nov-2017	7.P.C.3.a	23deg	8	28	23deg:8:28	10	Est-1:acd6-null	73488	19.405425
14-Nov-2017	7.P.C.3.b	23deg	7	9	23deg:7:9	8	Est-1	3093	0.816745313
14-Nov-2017	7.P.C.3.b	23deg	7	10	23deg:7:10	9	Est-1:acd6-null	4938	1.303940625
14-Nov-2017	7.P.C.3.b	23deg	7	11	23deg:7:11	9	Est-1:acd6-null	6151	1.624248438
14-Nov-2017	7.P.C.3.b	23deg	7	14	23deg:7:14	10	Est-1:acd6-null	4105	1.083976563
14-Nov-2017	7.P.C.3.b	23deg	7	18	23deg:7:18	8	Est-1	4605	1.216007813
14-Nov-2017	7.P.C.3.b	23deg	7	25	23deg:7:25	10	Est-1:acd6-null	5013	1.323745313
15-Nov-2017	7.P.C.3.b	23deg	7	9	23deg:7:9	8	Est-1	3953	1.043839063
15-Nov-2017	7.P.C.3.b	23deg	7	10	23deg:7:10	9	Est-1:acd6-null	6980	1.84315625
15-Nov-2017	7.P.C.3.b	23deg	7	11	23deg:7:11	9	Est-1:acd6-null	7472	1.973075
15-Nov-2017	7.P.C.3.b	23deg	7	14	23deg:7:14	10	Est-1:acd6-null	5466	1.443365625
15-Nov-2017	7.P.C.3.b	23deg	7	18	23deg:7:18	8	Est-1	6124	1.61711875
15-Nov-2017	7.P.C.3.b	23deg	7	25	23deg:7:25	10	Est-1:acd6-null	7127	1.881973438
16-Nov-2017	7.P.C.3.b	23deg	7	9	23deg:7:9	8	Est-1	5522	1.458153125
16-Nov-2017	7.P.C.3.b	23deg	7	10	23deg:7:10	9	Est-1:acd6-null	9108	2.40508125
16-Nov-2017	7.P.C.3.b	23deg	7	11	23deg:7:11	9	Est-1:acd6-null	9727	2.568535938
16-Nov-2017	7.P.C.3.b	23deg	7	14	23deg:7:14	10	Est-1:acd6-null	6853	1.809620313
16-Nov-2017	7.P.C.3.b	23deg	7	18	23deg:7:18	8	Est-1	6846	1.807771875
16-Nov-2017	7.P.C.3.b	23deg	7	25	23deg:7:25	10	Est-1:acd6-null	7964	2.10299375
17-Nov-2017	7.P.C.3.b	23deg	7	9	23deg:7:9	8	Est-1	7735	2.042523438
17-Nov-2017	7.P.C.3.b	23deg	7	10	23deg:7:10	9	Est-1:acd6-null	12735	3.362835938
17-Nov-2017	7.P.C.3.b	23deg	7	11	23deg:7:11	9	Est-1:acd6-null	11779	3.110392188
17-Nov-2017	7.P.C.3.b	23deg	7	14	23deg:7:14	10	Est-1:acd6-null	9166	2.420396875
17-Nov-2017	7.P.C.3.b	23deg	7	18	23deg:7:18	8	Est-1	10061	2.656732813
17-Nov-2017	7.P.C.3.b	23deg	7	25	23deg:7:25	10	Est-1:acd6-null	13404	3.53949375
18-Nov-2017	7.P.C.3.b	23deg	7	9	23deg:7:9	8	Est-1	9619	2.540017188
18-Nov-2017	7.P.C.3.b	23deg	7	10	23deg:7:10	9	Est-1:acd6-null	17801	4.700576563
18-Nov-2017	7.P.C.3.b	23deg	7	11	23deg:7:11	9	Est-1:acd6-null	16263	4.294448438
18-Nov-2017	7.P.C.3.b	23deg	7	14	23deg:7:14	10	Est-1:acd6-null	13536	3.57435
18-Nov-2017	7.P.C.3.b	23deg	7	18	23deg:7:18	8	Est-1	14297	3.775301563
